Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765219164.3906503,-2,1,1,0,4,-2,-1,-2,REST
1765219164.3994725,-1,-1,-3,-3,-3,-3,-3,-1,REST
1765219164.4143245,-3,-1,-4,-2,-4,-1,-2,-2,REST
1765219164.4368324,2,-1,-1,-2,1,0,0,0,REST
1765219164.4505475,-2,-3,0,-2,0,-1,1,-1,REST
1765219164.466988,1,-1,0,0,3,-1,-2,-1,REST
1765219164.4744828,-2,1,0,-1,0,-2,-1,0,REST
1765219164.4969678,-2,1,2,1,-2,-2,-2,0,REST
1765219164.5105722,-2,-2,-2,-3,-6,-1,0,-1,REST
1765219164.5196083,1,-6,-4,-4,-7,1,0,0,REST
1765219164.5343566,0,-1,2,1,-2,-2,-1,-2,REST
1765219164.5572178,-1,-1,0,0,2,0,-1,-1,REST
1765219164.5794194,1,-1,0,-1,0,1,0,-1,REST
1765219164.5943131,-2,1,0,-2,3,0,0,0,REST
1765219164.6168692,-9,-3,-3,2,-4,-1,-3,-4,REST
1765219164.6396916,-7,-1,-1,-2,-4,0,0,-2,REST
1765219164.6543782,3,0,3,-1,2,0,0,-1,REST
1765219164.6770208,5,-1,-3,-2,-1,-1,2,1,REST
1765219164.6993964,3,1,2,2,-4,0,0,1,REST
1765219164.713424,-3,-3,-6,-3,-1,-1,-2,-2,REST
1765219164.7219937,-1,1,0,-1,-1,-1,0,0,REST
1765219164.736785,-4,-2,-2,-3,-2,-1,-2,-1,REST
1765219164.75931,-1,-1,-2,-2,-3,-1,-1,0,REST
1765219164.7737062,1,-3,-2,2,6,-3,-2,-1,REST
1765219164.780502,-3,-2,-1,-1,-6,-2,1,-1,REST
1765219164.7969885,5,3,1,1,-1,-1,-1,-1,REST
1765219164.8194995,-1,-1,-1,2,2,0,1,-1,REST
1765219164.834198,-2,-1,-2,-3,-1,0,-1,-2,REST
1765219164.8406074,-3,-1,0,0,-2,0,1,-1,REST
1765219164.856807,-4,-3,-2,-1,2,-3,-1,-1,REST
