Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765204575.617713,-1,-2,-1,0,0,0,-1,-2,REST
1765204575.6401546,1,4,4,0,-2,-2,-1,0,REST
1765204575.6550717,-1,-7,-8,-3,-3,-2,-1,-1,REST
1765204575.6776948,-2,1,0,0,0,0,-2,-1,REST
1765204575.700108,-1,-2,-3,-2,-2,1,-2,0,REST
1765204575.7151425,-1,-3,0,-1,1,-3,0,-1,REST
1765204575.7377875,-1,4,0,0,0,-3,-1,-2,REST
1765204575.751935,0,-1,1,1,0,-2,1,-1,REST
1765204575.760341,-3,-1,-4,-2,-3,-1,-2,-2,REST
1765204575.7902377,-1,2,3,0,-3,-3,-3,-2,REST
1765204575.7977526,-2,0,-1,-2,-2,-2,-1,0,REST
1765204575.8117115,1,-1,-2,-1,-3,1,1,0,REST
1765204575.8202167,1,3,2,-1,-1,1,-2,0,REST
1765204575.8352268,-1,-1,-5,-2,-2,0,-1,-2,REST
1765204575.85681,-1,-1,-1,0,2,2,1,0,REST
1765204575.8651667,-1,-2,1,1,1,-3,0,0,REST
1765204575.8712943,-3,-2,-2,-3,-2,-2,-2,-1,REST
1765204575.8802452,2,1,-2,2,0,-3,0,-2,REST
1765204575.8952277,-2,-4,-6,-3,-1,0,-1,-1,REST
1765204575.9176648,0,-1,5,1,-7,-3,1,0,REST
1765204575.9313972,-1,-1,2,0,2,1,-2,0,REST
1765204575.947823,-1,0,-1,-1,2,3,-2,0,REST
1765204575.9551928,-3,-5,-1,-4,-4,-2,-2,0,REST
1765204575.985255,2,7,1,2,0,0,-1,-1,REST
1765204575.9912539,-1,0,2,2,1,-1,-2,2,REST
1765204576.0003302,-2,-8,-15,-7,-3,-4,-2,-1,REST
1765204576.015224,1,-2,-1,0,-1,-2,1,-1,REST
1765204576.037895,-2,-5,-5,-5,-3,2,-4,-1,REST
1765204576.0513713,-1,0,2,-2,1,-2,1,-1,REST
1765204576.060291,0,-4,-2,0,-2,-1,-2,-2,REST
1765204576.0831025,0,-1,-3,-2,0,-2,1,0,REST
1765204576.0977044,0,-3,-2,-2,1,-1,-1,-2,REST
1765204576.1114306,1,-2,2,-2,-3,0,-1,0,REST
1765204576.120313,-2,-1,2,-2,-7,-1,-2,1,REST
1765204576.142642,-2,3,-1,-1,0,-3,0,-3,REST
1765204576.1576903,1,3,2,1,0,0,-1,-1,REST
1765204576.180122,-3,0,-1,1,3,0,1,2,REST
1765204576.1953962,-3,-2,0,0,-4,0,-1,-3,REST
1765204576.2251492,0,0,-1,1,-1,0,0,0,REST
1765204576.2402825,0,0,3,-1,-8,-1,-1,0,REST
1765204576.2556987,-2,-6,1,-1,0,1,-3,0,REST
1765204576.2614398,0,-1,3,-1,0,-1,0,-2,REST
1765204576.2776864,-3,-3,-2,0,-1,-1,-2,0,REST
1765204576.2999961,0,-1,-5,-4,0,-2,-1,-2,REST
1765204576.3063388,0,-1,-2,-5,-1,-1,0,0,REST
1765204576.315289,-1,-2,-3,-3,-2,-3,-4,-3,REST
1765204576.3451772,-3,-4,-9,-5,-1,-2,-2,-2,REST
1765204576.3605814,-2,-1,-3,-2,0,0,1,-2,REST
1765204576.3827467,-4,-2,3,0,0,-2,0,-2,REST
1765204576.3975952,1,-8,-8,-2,-1,0,-1,-2,REST
1765204576.4204173,2,1,2,0,-7,-1,0,0,REST
1765204576.4344642,-3,3,1,1,-2,0,0,-2,REST
1765204576.4412274,0,-3,-5,-1,4,1,0,-2,REST
1765204576.4576306,1,2,4,2,3,-1,0,0,REST
1765204576.480209,-1,-1,-3,0,1,-2,-2,-1,REST
1765204576.5025613,-1,4,4,-2,0,0,-1,-1,REST
1765204576.517558,-1,0,-4,1,1,-1,-1,-1,REST
1765204576.540118,-1,-7,-6,-2,-4,-2,-2,-1,REST
1765204576.5544317,0,-1,-3,-3,-2,0,-2,-2,REST
1765204576.5613313,0,-1,-3,-1,-2,-1,-2,1,REST
1765204576.5852454,-1,-3,4,2,-1,0,-1,-1,REST
1765204576.6003172,-3,-3,-9,-5,-4,-2,-1,-1,REST
1765204576.6146286,0,-2,1,3,4,-1,1,-2,REST
1765204576.621328,-1,-2,-4,-3,-3,-3,1,0,REST
1765204576.6375928,-3,2,-3,-1,-1,-1,0,0,REST
1765204576.6602345,1,-1,-2,-1,3,-2,-1,0,REST
1765204576.673831,-2,-4,-4,-3,-1,2,-1,-2,REST
1765204576.6829495,1,3,2,-2,-1,-1,-1,0,REST
1765204576.6977901,1,0,1,-3,-5,-6,-1,1,REST
1765204576.7276144,-1,-1,-1,-5,-6,-8,7,0,REST
1765204576.733687,1,-3,1,0,-1,1,-4,0,REST
1765204576.750162,2,1,2,0,11,0,6,16,REST
1765204576.757586,-3,-2,-1,4,5,-1,-4,-2,REST
1765204576.780186,1,7,5,-1,2,1,2,0,REST
1765204576.7938094,0,0,0,-2,-4,1,-3,-1,REST
1765204576.8103087,-3,-4,-3,3,4,1,-1,-4,REST
1765204576.8176572,0,6,2,2,2,-2,-2,-1,REST
1765204576.8401594,0,-1,3,0,-1,4,-1,-2,REST
1765204576.8701496,1,0,1,-1,-1,0,-2,-3,REST
1765204576.8778102,0,-3,-5,-1,2,-1,1,0,REST
1765204576.900246,-3,-1,-1,-5,-3,-3,-4,0,REST
1765204576.9142916,0,-3,-1,1,-1,0,-1,-1,REST
1765204576.9227762,-2,-7,-4,-2,-3,-4,-2,-2,REST
1765204576.9528937,-1,0,-5,-3,-3,0,-1,-1,REST
1765204576.96023,-3,0,3,0,1,2,-2,-3,REST
1765204576.973934,0,2,3,-1,-1,-2,-1,-2,REST
1765204576.9827776,1,3,7,0,0,-1,-1,-1,REST
1765204576.9977343,-2,8,-1,1,-2,-1,0,-2,REST
1765204577.0202606,2,-8,0,-2,0,-1,0,-2,REST
1765204577.033823,-1,-1,-3,0,-2,0,-1,-1,REST
1765204577.042735,-3,-9,-11,-6,-1,1,0,-1,REST
1765204577.0576148,0,-1,1,-1,-1,-2,-2,-1,REST
1765204577.0876226,-3,-7,-1,0,0,1,-2,-1,REST
1765204577.093776,0,-1,0,0,-1,-4,-1,1,REST
1765204577.1028092,-1,-4,-7,-1,-3,0,-2,-2,REST
