Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765218707.1348739,-1,-1,-1,2,4,4,14,2,REST
1765218707.1578305,1,0,0,0,3,0,-7,-1,REST
1765218707.187412,2,0,-1,-3,1,-3,-5,-2,REST
1765218707.1949782,-4,-1,-4,-2,-3,-1,-3,-2,REST
1765218707.217592,-1,-3,1,1,-2,-3,-3,-3,REST
1765218707.2400472,-2,1,-2,-4,-5,-2,-4,-1,REST
1765218707.2545922,-3,0,-1,-3,-4,-1,-1,-1,REST
1765218707.261464,-1,-1,-3,-3,-6,-4,1,0,REST
1765218707.2776356,-3,-1,-1,-1,3,-1,3,-4,REST
1765218707.2992105,0,-3,-2,-2,-1,-2,-2,1,REST
1765218707.30772,-1,1,-2,-5,-4,-2,-6,-3,REST
1765218707.3145742,-1,-1,1,1,1,0,0,0,REST
1765218707.3213274,-1,0,1,5,2,1,-1,1,REST
1765218707.3373783,2,-1,-1,0,2,-1,-2,0,REST
1765218707.3599727,0,0,0,-1,-5,2,-5,-2,REST
1765218707.3742957,1,-1,-2,3,0,-2,-2,0,REST
1765218707.3885744,0,1,-2,0,-1,0,-6,-1,REST
1765218707.3974457,4,-3,-3,-2,-3,-1,0,2,REST
1765218707.4276679,-4,-2,-3,-2,-3,-3,-1,0,REST
1765218707.4343252,-2,1,1,-1,-2,-2,1,0,REST
1765218707.4410994,1,-2,-3,-1,-2,-2,-2,1,REST
1765218707.457473,0,1,-2,2,0,-1,-2,0,REST
1765218707.4798577,-3,-5,-5,-4,0,-1,-2,-1,REST
1765218707.4942906,-5,-1,4,0,1,-1,1,-3,REST
1765218707.501148,-3,-3,-4,-3,1,-4,-5,-2,REST
1765218707.5175388,0,-2,-1,-2,1,-2,-4,-1,REST
1765218707.5403678,6,-2,-4,-3,-1,2,-3,1,REST
1765218707.5542645,1,1,2,0,0,0,0,-3,REST
1765218707.5611625,-1,-2,-2,-1,-2,-1,-2,-2,REST
1765218707.5851076,-4,-2,-1,-1,-1,-1,-2,-2,REST
1765218707.5999966,-1,0,-5,-3,-3,0,12,2,REST
1765218707.613684,-1,0,1,2,1,-1,-5,-1,REST
1765218707.6226227,-2,-2,2,0,-1,0,1,-2,REST
1765218707.6374602,-5,-1,-3,-1,0,-1,-1,-2,REST
1765218707.660015,2,0,2,-1,-1,2,-2,2,REST
1765218707.6735559,-2,-1,-1,-2,-2,-2,-3,-4,REST
1765218707.6828787,-4,-3,-2,-2,-5,-3,-4,0,REST
1765218707.705049,0,-1,-1,0,1,-1,-3,-1,REST
1765218707.7200294,-4,-2,-5,-3,-2,-3,-2,0,REST
1765218707.733639,1,0,3,-1,-3,-2,-1,0,REST
1765218707.7426317,-1,-1,-3,-2,-1,1,21,0,REST
1765218707.7575524,-3,-2,-2,0,-2,-4,-3,-3,REST
1765218707.780001,-2,1,-1,-1,0,-2,-1,-1,REST
1765218707.7936506,-1,-3,-4,-4,-1,0,-4,-3,REST
1765218707.8026729,1,1,-1,0,-1,-2,-3,-3,REST
1765218707.816534,-2,-3,-2,-2,0,-2,0,-1,REST
1765218707.8252356,-2,-1,-3,1,-3,-1,-1,0,REST
1765218707.8475454,0,-1,0,2,-2,-1,-1,-1,REST
1765218707.8624644,0,1,3,0,-2,0,2,0,REST
1765218707.8774605,-1,-2,-2,-1,2,1,1,-2,REST
1765218707.9000304,-1,-4,-2,0,-4,-4,-1,-2,REST
1765218707.9138129,-5,1,2,1,1,-1,1,0,REST
1765218707.9226649,-2,-6,-5,-3,-3,-1,2,0,REST
1765218707.9374568,2,1,2,-2,0,-1,-3,0,REST
1765218707.9599733,0,-2,-7,-4,-4,-1,-3,-2,REST
1765218707.9826217,2,3,2,-1,-4,-1,0,-1,REST
1765218707.9975972,-2,-1,1,-1,1,0,-1,0,REST
1765218708.0199325,-1,-2,0,-1,-1,-2,0,-2,REST
1765218708.0336297,1,-1,-3,0,-2,-1,-2,0,REST
1765218708.042638,1,0,-2,-3,-2,-3,-6,0,REST
1765218708.057446,-7,-3,-1,2,2,0,2,-1,REST
1765218708.0799334,-2,2,0,-3,-3,-1,-3,-1,REST
1765218708.1026714,0,-1,-1,1,-2,-1,-2,0,REST
