Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765214664.9025717,1,7,8,58,28,-2,-2,1,REST
1765214664.9169576,1,4,2,-4,6,1,1,-1,REST
1765214664.9251716,-1,-2,-9,-3,12,-3,3,-2,REST
1765214664.9540603,5,7,4,-7,-20,-2,1,3,REST
1765214664.9625869,-9,-11,-17,-15,-3,0,-3,-1,REST
1765214664.9840662,-3,0,1,19,43,-5,-9,-2,REST
1765214665.002353,3,-2,5,-6,-32,2,-3,0,REST
1765214665.007606,1,-1,4,32,6,1,-6,-1,REST
1765214665.0317452,-4,-3,-10,-34,-21,-15,10,-2,REST
1765214665.0457299,-1,-3,-4,0,8,-44,-1,0,REST
1765214665.0676448,1,-3,4,22,29,-4,-7,-1,REST
1765214665.0815687,-6,-9,-1,-11,-17,-6,1,-2,REST
1765214665.0969083,4,4,8,-7,14,0,4,1,REST
1765214665.1051378,0,2,1,6,-4,3,-3,-1,REST
1765214665.1190894,-4,-5,-3,9,-3,-3,2,-2,REST
1765214665.1275983,2,3,5,7,6,-1,2,1,REST
1765214665.1429532,-2,0,-5,-24,-12,2,1,0,REST
1765214665.1561298,-3,-5,-10,21,-1,2,2,-3,REST
1765214665.1724746,0,6,7,6,-1,2,-4,1,REST
1765214665.1792212,-3,-2,-11,-1,4,0,-1,-2,REST
1765214665.1935844,-4,-3,-6,-20,-16,0,4,-2,REST
1765214665.2024355,0,2,10,8,14,-1,-1,-2,REST
1765214665.2161744,2,8,10,0,-4,-5,-1,-1,REST
1765214665.2251928,-6,-9,-6,8,-4,3,-8,-4,REST
1765214665.2393892,2,5,2,-17,-19,2,-4,0,REST
1765214665.246229,2,-1,1,-8,-3,-4,-2,1,REST
1765214665.262669,-2,-5,-4,-15,2,-1,1,1,REST
1765214665.2762465,-3,-1,-2,40,4,0,1,-3,REST
1765214665.285261,0,-2,2,3,3,-1,2,1,REST
1765214665.307782,0,-9,3,-24,-18,1,6,2,REST
1765214665.329986,-1,-1,-4,12,-6,0,-4,-3,REST
1765214665.336173,-1,2,0,7,23,0,2,0,REST
1765214665.3452916,2,4,2,-8,-7,-1,2,0,REST
1765214665.3839195,-2,0,0,2,13,2,-2,-2,REST
1765214665.3902678,-2,-4,-4,15,-2,-2,-2,-1,REST
1765214665.411691,-1,-5,-4,-26,-14,-4,-5,-1,REST
1765214665.421614,-2,1,5,1,-5,0,-4,-3,REST
1765214665.4644554,-2,-3,2,14,-6,-3,3,1,REST
1765214665.480178,3,0,2,2,-4,3,-3,-1,REST
1765214665.4875176,-2,-4,-14,0,6,3,2,1,REST
1765214665.5189269,-2,-2,0,-4,14,2,-6,-4,REST
1765214665.5325634,0,3,2,-9,-20,-1,-12,-1,REST
1765214665.5551424,-2,6,1,-12,-5,-6,-11,0,REST
1765214665.5700834,-5,-1,3,-19,2,3,-7,-3,REST
1765214665.5925705,-1,6,1,12,-4,4,-5,-2,REST
1765214665.6153462,2,7,-5,6,3,-3,-6,0,REST
1765214665.63012,2,3,5,34,18,1,-3,1,REST
1765214665.6525705,-3,-3,-8,-28,-12,7,3,-1,REST
1765214665.6661317,5,-3,1,-56,-23,29,8,2,REST
1765214665.6754117,2,3,3,17,11,32,8,3,REST
1765214665.6901922,-5,-11,-3,29,18,37,7,-2,REST
1765214665.7115295,-3,-3,0,-7,-6,35,7,-1,REST
1765214665.72153,1,2,1,-3,2,37,15,0,REST
1765214665.741562,1,2,1,-2,8,-5,-8,-2,REST
1765214665.750127,1,1,4,-5,-12,3,2,-1,REST
1765214665.7650583,-2,-2,-4,2,0,-3,-3,-2,REST
1765214665.7789724,-6,-7,-15,-2,-2,-7,0,-2,REST
1765214665.7876983,-5,-8,-9,-8,-10,-3,-2,-4,REST
1765214665.8019316,5,2,12,16,-2,1,0,1,REST
1765214665.8255942,0,-2,-2,-4,17,0,1,1,REST
1765214665.8401058,-3,-1,-2,-4,5,-5,-2,1,REST
1765214665.8462179,0,0,-1,-1,3,2,-2,-3,REST
1765214665.8621185,1,2,4,4,-3,-2,-4,-1,REST
1765214665.8686764,-1,3,9,17,28,-2,0,0,REST
1765214665.8930259,-1,-1,-1,-5,-11,0,-3,-1,REST
1765214665.899254,1,-2,0,8,6,-2,3,3,REST
1765214665.9061334,2,-2,-1,-8,-14,-3,-3,1,REST
1765214665.9219375,-5,-7,-3,-3,5,-2,2,-3,REST
1765214665.928723,-2,-5,-4,11,-3,-2,0,-1,REST
1765214665.9525747,0,7,9,-9,1,-1,-2,0,REST
1765214665.9593174,3,6,3,3,-4,-2,0,1,REST
1765214665.9661021,-1,0,-7,19,-18,-1,-3,-1,REST
1765214665.9902754,-1,-3,0,-6,-2,6,4,-2,REST
1765214666.0049984,-7,-7,-5,6,11,-3,-1,-1,REST
1765214666.027579,-1,-3,-7,-15,-7,-1,6,-2,REST
1765214666.04191,-3,3,3,8,2,1,-8,-3,REST
1765214666.0561547,-2,-7,-2,-6,-3,-6,4,-1,REST
1765214666.0652065,2,1,4,-19,-8,1,4,0,REST
1765214666.0786245,2,-4,-2,7,-1,1,-2,-1,REST
1765214666.0876741,1,-2,-1,-5,-19,-2,2,0,REST
1765214666.1332438,-3,-6,-5,5,2,-2,6,-1,REST
1765214666.1475236,7,-1,-2,-13,-14,-2,-1,2,REST
1765214666.1625519,0,0,6,11,-2,-6,-8,-4,REST
1765214666.1693232,-3,2,1,0,-7,-57,-10,-3,REST
1765214666.1850314,-3,-5,-9,-2,11,-28,-13,-2,REST
1765214666.19909,-2,-2,0,-5,-3,-24,-3,-3,REST
1765214666.2075894,-1,-7,2,39,10,-1,1,-2,REST
1765214666.2220118,2,0,7,-5,-5,-1,-1,1,REST
1765214666.2286484,0,-5,-2,-4,10,2,6,0,REST
1765214666.2451758,-2,4,-2,1,3,-3,-4,0,REST
1765214666.2587113,-1,-3,-3,-3,0,-1,-3,-4,REST
1765214666.2675772,-1,-4,-3,-10,-1,1,1,0,REST
1765214666.2819424,-3,-3,-7,-19,-16,-5,3,-3,REST
1765214666.2887647,-2,-6,-1,-6,0,-1,4,2,REST
1765214666.3051505,-1,-6,-14,4,3,2,-6,-1,REST
1765214666.3186605,3,1,11,-3,2,4,3,-1,REST
1765214666.3276067,-1,1,-2,-14,-9,0,0,0,REST
1765214666.3419294,-2,1,-3,-1,4,0,-3,-2,REST
1765214666.3486423,0,5,-1,9,1,2,-2,-3,REST
1765214666.3643646,1,-1,3,10,15,-1,3,2,REST
1765214666.37115,-2,-6,-6,-8,5,-6,1,-2,REST
1765214666.378663,-3,-5,-4,-5,-3,-2,2,-1,REST
1765214666.3876514,2,0,4,12,24,-2,-3,2,REST
1765214666.401933,-4,-3,-11,2,6,1,3,-2,REST
1765214666.4086678,-1,3,7,6,2,3,-4,-2,REST
1765214666.4244065,-2,-2,7,19,13,-2,-4,1,REST
1765214666.4313543,0,-1,-4,-6,0,-4,3,1,REST
1765214666.4387743,4,3,5,-21,-7,-1,5,2,REST
1765214666.4476895,-3,1,-1,-6,-10,-6,-3,-3,REST
1765214666.4619174,-8,-8,-2,2,-9,-1,3,-3,REST
1765214666.4762864,-4,-9,-3,-7,-6,-2,5,-1,REST
1765214666.4844794,9,13,9,27,1,-2,-5,2,REST
1765214666.4912667,-2,3,1,13,0,-2,-1,-1,REST
1765214666.5076473,-1,-2,-2,2,18,-4,2,-1,REST
1765214666.5218947,-2,-2,-7,-6,-4,0,-2,-5,REST
1765214666.528667,0,-1,2,-2,-8,-5,-3,-1,REST
1765214666.5443635,-13,-12,-13,-9,-6,0,9,-2,REST
1765214666.551146,-1,-3,-2,-4,-9,-3,-1,-3,REST
1765214666.567522,-2,-5,0,-30,-18,-6,1,2,REST
1765214666.613357,-3,-10,-14,3,-5,3,-5,-1,REST
1765214666.6275682,0,-1,5,1,-6,1,-2,-1,REST
1765214666.6426463,1,0,1,-5,-5,-3,-6,0,REST
1765214666.6562865,4,6,-1,5,-1,-9,-16,-2,REST
1765214666.6637402,-1,-3,-5,3,-1,2,-13,-1,REST
1765214666.6712494,-1,1,3,-20,2,2,-3,-1,REST
1765214666.680187,-2,5,2,2,-1,2,-14,-2,REST
1765214666.6950269,-2,2,4,11,-4,5,-11,-2,REST
1765214666.708688,5,11,4,23,-19,3,-7,1,REST
1765214666.7176838,-3,-2,-6,4,-9,2,-6,-4,REST
1765214666.7324958,-4,0,-7,-7,1,-6,-8,0,REST
1765214666.7630098,3,5,5,27,25,5,-9,1,REST
1765214666.7687907,-5,0,0,20,9,19,-5,0,REST
1765214666.7849927,-4,-5,3,1,4,21,2,-1,REST
1765214666.7986836,2,-1,-2,-10,-3,38,6,2,REST
1765214666.8074894,1,1,0,-15,-16,42,9,-1,REST
1765214666.821869,1,0,-5,1,16,38,13,1,REST
1765214666.8287504,-3,-4,-4,7,6,2,0,-3,REST
1765214666.8443375,1,5,-1,-30,-14,-6,-7,-1,REST
1765214666.8511465,0,-3,1,0,-1,4,3,-1,REST
1765214666.8676417,0,-4,-9,-17,-7,-7,-2,-1,REST
1765214666.8823485,-1,-1,4,10,2,1,5,1,REST
1765214666.8886573,-1,-3,0,26,17,-2,1,0,REST
1765214666.9044635,0,-2,-3,-1,9,-4,-1,-3,REST
1765214666.9112682,-8,-2,-6,-4,-10,0,-2,-2,REST
1765214666.9276133,-4,0,0,3,-1,-2,-1,-2,REST
1765214666.9419844,-5,-6,-1,-2,-4,3,4,-2,REST
1765214666.9485903,-3,-6,-9,0,3,-2,0,-3,REST
1765214666.9641035,1,-2,3,2,-2,-5,-1,1,REST
1765214666.972786,-4,-3,-5,1,9,2,2,-3,REST
1765214666.9875202,4,-2,5,11,17,0,0,3,REST
1765214667.010121,1,-4,-2,-4,0,4,2,-1,REST
1765214667.0244334,-1,-3,-3,11,-4,4,-3,-1,REST
1765214667.0312617,-4,-2,-1,18,10,4,4,-1,REST
1765214667.0475812,-2,0,1,-4,1,-1,-4,-1,REST
1765214667.0774884,-2,-1,-10,2,10,-7,1,-3,REST
1765214667.0844448,1,4,1,-7,-6,-3,-1,-1,REST
1765214667.0912411,3,-1,-2,0,3,-5,-2,-1,REST
1765214667.1076713,-2,3,10,16,3,0,-3,-1,REST
1765214667.1212628,1,0,1,-12,-12,-1,3,-1,REST
1765214667.1302085,-3,2,-1,5,-8,-6,-6,-4,REST
1765214667.1444871,-4,-3,-3,1,24,5,0,-1,REST
1765214667.1512694,2,-4,1,5,-42,1,0,1,REST
1765214667.1676412,1,7,3,-12,-30,-1,-5,-1,REST
1765214667.1813068,1,0,2,-4,-12,-4,4,2,REST
1765214667.1902914,-1,-2,-11,-17,-7,-4,-4,-2,REST
1765214667.2051282,-3,-4,3,10,10,1,6,1,REST
1765214667.2187934,1,-1,-5,-40,-16,2,3,-1,REST
1765214667.227514,-3,-5,-7,-2,-10,-1,-7,-5,REST
1765214667.2412739,-3,-6,0,4,-10,-2,1,0,REST
1765214667.2502646,-7,-6,-8,-1,2,-3,1,-3,REST
1765214667.2726743,2,3,-2,-16,-8,2,-2,1,REST
1765214667.287004,1,-2,-4,-13,-21,-2,1,-1,REST
1765214667.293741,1,0,-3,15,-1,3,-4,0,REST
1765214667.301251,-8,-4,-7,-8,-8,-3,1,-3,REST
1765214667.3102927,5,7,6,-2,-1,-3,-4,0,REST
1765214667.3463175,-1,-1,-4,-5,17,0,-1,1,REST
1765214667.3566687,-8,-8,2,2,4,-4,-2,-1,REST
1765214667.3699632,0,-5,-3,20,18,-6,-7,-3,REST
1765214667.3926415,-1,-2,3,24,30,-2,-2,-1,REST
1765214667.3993285,-4,-1,-5,-20,-13,-1,-2,0,REST
1765214667.422325,1,4,1,-1,-7,-4,-10,0,REST
1765214667.4440827,1,5,2,-26,5,-11,-12,-1,REST
1765214667.4532752,2,6,-5,-2,-1,-3,-10,-2,REST
1765214667.4601643,-1,-3,-3,-10,28,3,-3,1,REST
1765214667.4902449,0,1,-8,10,-1,5,-12,-3,REST
1765214667.497631,-5,-1,1,-9,-2,-2,5,0,REST
1765214667.511239,2,5,7,-12,-19,2,-3,0,REST
1765214667.5261588,-10,-8,-23,-7,-9,-2,3,0,REST
1765214667.535041,0,-3,1,7,-2,8,1,-2,REST
1765214667.5575318,-1,0,-7,-33,-17,30,0,-1,REST
1765214667.564576,1,3,3,5,4,30,9,3,REST
1765214667.571158,1,-4,-1,20,14,26,6,-1,REST
1765214667.5873804,-1,-7,-4,8,6,17,9,-1,REST
1765214667.5938158,4,0,1,3,16,20,12,3,REST
1765214667.610087,2,1,2,5,-5,6,9,1,REST
1765214667.6326463,-7,-6,-7,11,12,4,-6,-1,REST
1765214667.6550975,0,0,1,12,6,-4,0,-2,REST
1765214667.6701424,1,0,4,15,7,-1,1,0,REST
1765214667.6844893,0,1,-1,-4,3,-5,2,-4,REST
1765214667.6912768,-2,1,2,-9,-5,-2,1,-2,REST
1765214667.7069898,-8,-6,-5,8,-5,-3,1,0,REST
1765214667.7137566,-1,-1,7,-2,2,-2,-1,-1,REST
1765214667.7300813,-1,2,-2,-4,-7,0,3,-1,REST
1765214667.7444723,3,4,2,10,16,0,-3,-1,REST
1765214667.7512584,1,-3,2,3,17,1,3,1,REST
1765214667.77514,-2,-7,-11,-30,-20,1,0,-3,REST
1765214667.7892246,-3,-5,0,-3,-3,4,0,0,REST
1765214667.8065946,1,2,-1,8,-8,-2,-1,-2,REST
1765214667.8269866,-2,0,0,5,6,-3,-4,-4,REST
1765214667.833736,1,3,0,2,2,-1,0,-1,REST
1765214667.8501496,-2,-5,-10,0,-4,-2,-1,0,REST
1765214667.8800406,2,12,5,1,0,-4,1,0,REST
1765214667.8868814,0,-2,-1,-1,1,1,1,1,REST
1765214667.8936625,-8,-8,-2,-2,-2,-4,2,0,REST
1765214667.910013,-1,-2,-2,-3,-4,3,-1,-2,REST
1765214667.9243393,-3,-1,0,23,17,-3,-2,-2,REST
1765214667.9311435,1,4,6,8,-6,-3,0,-1,REST
1765214667.9468884,3,6,8,1,16,-3,2,-2,TRIPOD
1765214667.9536839,-5,-5,-17,4,10,-3,0,-3,TRIPOD
1765214667.9706018,1,-2,-2,9,0,-2,-3,1,TRIPOD
1765214667.9838133,1,-6,-2,-4,-7,-1,1,2,TRIPOD
1765214667.992886,0,0,-1,10,-12,-5,-6,-3,TRIPOD
1765214668.0150425,-4,-4,-5,-11,-3,-2,1,-1,TRIPOD
1765214668.030299,-1,-3,3,-15,-1,3,-5,-3,TRIPOD
1765214668.0437043,-3,0,1,2,-1,-1,-1,-2,TRIPOD
1765214668.0527518,2,1,5,17,16,2,-2,-1,TRIPOD
1765214668.0666099,-4,1,0,30,-8,-3,-5,-3,TRIPOD
1765214668.0751562,1,3,1,-19,-7,2,3,1,TRIPOD
1765214668.090202,-2,-8,-3,3,7,-1,4,1,TRIPOD
1765214668.103829,1,2,-2,-9,-21,-2,0,1,TRIPOD
1765214668.112841,-2,-5,-8,-1,-3,1,1,0,TRIPOD
1765214668.1270187,-1,2,1,-8,-9,0,0,-2,TRIPOD
1765214668.1508026,4,-2,6,-2,-11,-7,5,1,TRIPOD
1765214668.1637118,-2,-3,-3,-9,-17,-1,3,-1,TRIPOD
1765214668.1802356,-1,-7,-5,-25,-4,-2,0,-2,TRIPOD
1765214668.1868787,2,1,3,-19,-7,-3,-2,-1,TRIPOD
1765214668.1937008,-1,0,2,8,6,-2,-1,-1,TRIPOD
1765214668.2100031,-2,-7,-5,-14,-1,-3,4,-1,TRIPOD
1765214668.223643,4,8,6,5,21,-4,-3,1,TRIPOD
1765214668.232752,-9,-7,-18,-10,-9,1,0,-3,TRIPOD
1765214668.2468257,0,0,1,4,-5,-1,-1,-1,TRIPOD
1765214668.2611742,1,0,1,-9,4,-1,0,0,TRIPOD
1765214668.2927608,0,-6,-6,2,-7,-3,2,-1,TRIPOD
1765214668.2985895,-3,-1,3,4,-2,0,-5,-3,TRIPOD
1765214668.314983,-2,-4,-6,6,-1,4,-2,1,TRIPOD
1765214668.3299634,2,4,4,-3,-5,3,-1,1,TRIPOD
1765214668.351539,-1,-4,-2,8,55,2,8,1,TRIPOD
1765214668.3614786,-1,-7,-1,-14,-16,4,8,0,TRIPOD
1765214668.3736413,-2,3,6,5,-6,6,16,0,TRIPOD
1765214668.3828213,0,-5,-5,5,-15,-4,4,-2,TRIPOD
1765214668.397715,1,-3,6,-11,-4,-6,4,-4,TRIPOD
1765214668.4357653,-4,-8,-7,-19,-11,-15,8,-1,TRIPOD
1765214668.4428108,-3,-1,1,-28,2,-11,-14,-7,TRIPOD
1765214668.46516,-3,-2,-5,-8,-10,-8,0,8,TRIPOD
1765214668.4800708,-2,-4,-4,9,41,-7,-9,-2,TRIPOD
1765214668.493676,5,3,3,7,-12,-3,-8,1,TRIPOD
1765214668.5026307,-4,-4,-5,-18,14,-5,-2,-2,TRIPOD
1765214668.5174196,0,0,0,-17,-11,-5,-13,-3,TRIPOD
1765214668.5312636,0,0,-1,-15,-19,6,-6,0,TRIPOD
1765214668.5400128,-8,-6,-4,16,-16,-4,-5,-6,TRIPOD
1765214668.5617256,0,2,0,1,-24,-4,-6,-1,TRIPOD
1765214668.570221,-3,-9,-9,1,-12,-2,-10,-1,TRIPOD
1765214668.5776224,0,3,4,-6,-13,3,-3,-1,TRIPOD
1765214668.600203,-1,-1,-5,-12,-9,-5,-1,-2,TRIPOD
1765214668.6137102,-8,-7,-5,2,1,-1,-2,-3,TRIPOD
1765214668.622716,-1,2,-2,8,6,-4,2,0,TRIPOD
1765214668.63765,-2,-2,2,10,14,3,-12,-4,TRIPOD
1765214668.6601982,-2,0,-1,1,22,2,-4,-2,TRIPOD
1765214668.673764,-4,-3,-2,-3,-7,1,-1,-2,TRIPOD
1765214668.6827044,-7,-7,-2,-13,-12,-7,-4,-5,TRIPOD
1765214668.7057865,5,7,3,2,5,0,3,1,TRIPOD
1765214668.7200677,2,-2,-5,-6,-12,-2,-3,1,TRIPOD
1765214668.7582667,3,5,2,0,1,-4,-2,-1,TRIPOD
1765214668.7725644,-4,-5,0,-1,-11,-5,3,-4,TRIPOD
1765214668.7787473,0,-4,-3,-4,2,-8,-4,-1,TRIPOD
1765214668.7869503,1,4,1,-5,-4,-14,-3,2,TRIPOD
1765214668.795026,0,-2,3,0,-7,-21,-6,-1,TRIPOD
1765214668.8094137,-4,-5,-1,-3,-22,-20,-1,-1,TRIPOD
1765214668.816185,4,0,2,4,5,-6,-4,0,TRIPOD
1765214668.8326697,-8,-9,-7,-4,-20,-14,-3,-2,TRIPOD
1765214668.8469958,2,4,6,10,18,1,12,2,TRIPOD
1765214668.8537993,-3,1,1,27,27,4,-3,-2,TRIPOD
1765214668.8694782,4,3,3,5,0,-3,4,-1,TRIPOD
1765214668.876273,0,0,-2,-6,0,-1,-8,-2,TRIPOD
1765214668.8925369,1,-1,-5,6,17,3,-6,-3,TRIPOD
1765214668.91511,-6,-7,-8,4,12,0,-10,-6,TRIPOD
1765214668.929504,0,6,3,-14,-4,-1,-11,-5,TRIPOD
1765214668.9362986,-2,4,0,9,10,-3,3,-1,TRIPOD
1765214668.9526567,1,1,0,-12,-21,-4,-6,4,TRIPOD
1765214668.9915044,-17,-34,-51,-12,-10,1,19,-14,TRIPOD
1765214668.9977727,-1,-5,-8,-42,-28,-2,13,-2,TRIPOD
1765214669.0202806,-5,-14,-11,-16,-23,-1,3,-3,TRIPOD
1765214669.0263054,7,13,13,10,16,0,-18,8,TRIPOD
1765214669.0353343,-5,-5,10,34,34,3,1,-3,TRIPOD
1765214669.0579586,-6,-12,-17,-37,-39,1,-1,-14,TRIPOD
1765214669.0725605,5,8,15,60,58,0,9,9,TRIPOD
1765214669.0862222,7,6,-1,-14,-93,5,2,10,TRIPOD
1765214669.0951827,1,1,19,38,-12,1,-5,2,TRIPOD
1765214669.1094208,-5,-4,-4,-6,30,-7,5,-3,TRIPOD
1765214669.1245358,2,2,1,0,-18,0,3,14,TRIPOD
1765214669.131898,10,14,13,24,20,-2,-2,11,TRIPOD
1765214669.1620247,-7,-9,-4,18,17,-4,5,-6,TRIPOD
1765214669.1703172,-11,-8,-1,13,5,-5,-12,-20,TRIPOD
1765214669.1762972,-7,-15,-18,-29,-10,-4,-2,1,TRIPOD
1765214669.192808,3,10,6,-13,9,-3,8,17,TRIPOD
1765214669.1986885,-3,0,-4,10,-1,-1,-6,5,TRIPOD
1765214669.2143407,1,0,4,-34,1,-2,-10,-18,TRIPOD
1765214669.230204,-16,-16,-41,-4,1,-5,-7,-32,TRIPOD
1765214669.236303,-9,-9,14,57,-5,-1,6,2,TRIPOD
1765214669.2527838,-3,-10,-9,-46,-1,1,-1,18,TRIPOD
1765214669.2587156,2,-3,-19,-7,0,-3,-10,5,TRIPOD
1765214669.274392,0,3,9,-20,-2,-4,15,-19,TRIPOD
1765214669.2986414,5,6,12,21,2,-1,-4,6,TRIPOD
1765214669.311296,14,3,11,12,3,-4,-3,32,TRIPOD
1765214669.3187912,5,-7,-16,56,-4,-3,7,32,TRIPOD
1765214669.3345566,-15,-2,7,28,-3,-4,-10,-24,TRIPOD
1765214669.3503814,18,12,31,50,-2,-3,43,34,TRIPOD
1765214669.3563173,-5,4,5,-41,1,-2,-14,-9,TRIPOD
1765214669.3712468,-4,-13,-16,10,1,-4,-22,6,TRIPOD
1765214669.3787036,13,11,8,-41,-4,-1,7,25,TRIPOD
1765214669.3944206,3,1,-10,-23,1,1,7,-1,TRIPOD
1765214669.4103029,-3,7,9,20,-1,1,-6,-7,TRIPOD
1765214669.4163697,-3,-5,-15,14,-7,-2,-6,-25,TRIPOD
1765214669.4401407,-13,-2,2,-10,1,4,-5,-11,TRIPOD
1765214669.454339,2,-5,6,-18,-3,-1,-18,7,TRIPOD
1765214669.470313,-6,-10,-27,-38,2,-1,6,-8,TRIPOD
1765214669.4763796,1,-3,-1,-55,-3,-7,-1,5,TRIPOD
1765214669.509108,6,0,0,-8,1,-1,-5,11,TRIPOD
1765214669.545193,-6,-5,-14,43,-4,0,-1,1,TRIPOD
1765214669.5607715,-4,-3,-30,-46,0,0,-8,-14,TRIPOD
1765214669.5826035,-1,-1,-6,-12,-1,-2,1,-3,TRIPOD
1765214669.6052952,10,16,33,1,0,-3,-9,13,TRIPOD
1765214669.6125567,-2,0,4,26,-4,0,1,4,TRIPOD
1765214669.6194026,5,6,6,-1,1,-4,-15,8,TRIPOD
1765214669.6420276,-18,-1,15,31,-2,-1,5,-57,TRIPOD
1765214669.650365,12,0,9,-24,-2,0,11,50,TRIPOD
1765214669.6650915,0,-4,-6,12,0,-2,-16,8,TRIPOD
1765214669.6794078,-20,-33,-45,-89,6,0,-5,-23,TRIPOD
1765214669.701977,10,7,13,35,1,-1,-1,-2,TRIPOD
1765214669.7326496,-4,-1,-7,-6,-4,2,-25,6,TRIPOD
1765214669.7551332,-7,-4,6,-51,1,3,11,-2,TRIPOD
1765214669.7776763,-2,9,14,58,-3,-6,15,-18,TRIPOD
1765214669.7994447,-3,-16,-34,20,-2,5,-14,7,TRIPOD
1765214669.813783,-3,-1,-10,-36,4,-5,-11,-8,TRIPOD
1765214669.821243,-3,-12,-24,-37,-3,-2,-19,-5,TRIPOD
1765214669.8318539,1,1,-8,41,4,2,11,0,TRIPOD
1765214669.852569,8,14,13,-15,-2,-1,-1,0,TRIPOD
1765214669.8751476,-6,-3,-6,-57,-2,-4,30,-9,TRIPOD
1765214669.8975828,0,5,16,-1,-3,-2,-18,-20,TRIPOD
1765214669.9112525,-5,-1,6,-13,-7,-5,3,-12,TRIPOD
1765214669.9187376,-1,-11,13,110,3,-3,-10,-5,TRIPOD
1765214669.9428208,1,9,31,-9,-2,-6,6,-47,TRIPOD
1765214669.9583883,4,10,12,-38,-1,-4,-22,3,TRIPOD
1765214669.9725718,-3,7,4,-39,-2,-5,10,7,TRIPOD
1765214669.994529,-14,-15,-22,-37,-2,-7,-7,-5,TRIPOD
1765214670.0024133,-4,-17,-36,-30,-6,3,-4,2,TRIPOD
1765214670.0251298,15,21,37,57,0,-3,4,19,TRIPOD
1765214670.0472374,4,-5,-28,-10,-6,7,-9,18,TRIPOD
1765214670.062762,21,22,47,81,2,-1,-22,28,TRIPOD
1765214670.0686963,-20,-8,-9,50,-7,2,-3,-30,TRIPOD
1765214670.0912468,-6,-5,-6,-102,-4,-6,-3,-13,TRIPOD
1765214670.1000817,3,2,-5,-29,3,-2,-13,-11,TRIPOD
1765214670.1302953,14,4,-6,-32,5,1,21,33,TRIPOD
1765214670.145541,1,11,23,46,-4,0,8,-7,TRIPOD
1765214670.166178,-7,-7,-8,27,-5,-2,5,-16,TRIPOD
1765214670.1754441,5,14,7,29,-11,-4,-19,4,TRIPOD
1765214670.1975582,-2,-11,-13,67,5,7,5,-3,TRIPOD
1765214670.235066,-8,-7,9,-10,-2,3,9,-13,TRIPOD
1765214670.2425995,-10,-11,-16,-23,2,-8,-11,-6,TRIPOD
1765214670.26388,-13,-24,-23,-42,-1,-6,-25,-1,TRIPOD
1765214670.2743025,-4,-6,2,2,-2,-4,-12,-11,TRIPOD
1765214670.3030326,2,8,10,-13,-4,-4,2,1,TRIPOD
1765214670.3413517,7,11,2,-40,-1,-2,-7,-4,TRIPOD
1765214670.3476562,-3,-5,-34,-8,-3,5,9,-3,TRIPOD
