Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765197430.375779,3,-9,-5,-1,-4,-2,0,1,REST
1765197430.3907585,1,0,2,-1,-1,0,1,0,REST
1765197430.4132533,0,-4,-1,0,0,0,-2,-2,REST
1765197430.4277658,-1,-2,-7,-1,-3,-2,-1,-1,REST
1765197430.4360013,0,1,1,-3,1,-2,-1,-2,REST
1765197430.4507933,-1,-1,-2,-2,0,0,-1,0,REST
1765197430.4733348,-1,-1,1,0,-1,0,0,0,REST
1765197430.48752,2,1,4,0,-1,-2,-2,0,REST
1765197430.495878,-2,-5,-1,2,-3,-1,-1,-1,REST
1765197430.510793,-1,0,-7,-4,-3,-1,0,-1,REST
1765197430.5334194,-3,-1,-2,-2,-2,-1,0,-1,REST
1765197430.5564263,0,0,2,0,-1,1,-1,-1,REST
1765197430.5707986,-1,-1,-1,-2,0,-2,0,-1,REST
1765197430.593405,-1,-3,-2,-2,-2,0,-2,0,REST
1765197430.6164982,-1,1,-3,0,-1,-1,0,0,REST
1765197430.6308215,-1,5,2,2,1,1,-1,0,REST
1765197430.6534758,-3,2,4,2,0,-1,-4,-2,REST
1765197430.6764696,1,-4,-6,-2,-1,-3,-1,0,REST
1765197430.6908486,0,-1,5,-2,-1,-2,1,-3,REST
1765197430.7134075,1,-3,-5,-4,-1,0,2,0,REST
1765197430.736892,-1,-1,-2,-1,-4,-1,-2,0,REST
1765197430.7514548,2,0,-3,4,2,-2,0,-1,REST
1765197430.7733626,-4,-8,-1,-2,0,-1,-1,-1,REST
1765197430.7965827,0,2,5,-1,-1,-2,0,-2,REST
1765197430.8107488,-2,0,-5,4,1,-1,-1,-2,REST
1765197430.8332853,-1,-2,0,-2,0,0,-2,0,REST
1765197430.8564873,0,3,4,-1,-1,-1,0,0,REST
1765197430.8708155,-2,2,-4,-4,-2,0,0,-1,REST
1765197430.8933237,-1,-1,-4,0,-1,-1,0,0,REST
1765197430.9164793,1,-5,-3,-1,0,-2,-3,-1,REST
1765197430.930735,-3,-3,-4,-5,1,-3,-1,-2,REST
1765197430.9533143,-1,1,10,3,1,1,0,-2,REST
1765197430.9765317,2,-1,1,1,-3,-1,-2,-2,REST
1765197430.9908817,0,-6,-2,-2,-2,-1,-1,-1,REST
1765197431.013361,-1,-1,-9,-3,-2,-1,0,0,REST
1765197431.0364215,1,1,-3,1,-2,1,0,-2,REST
1765197431.0509582,-1,0,4,4,-2,-1,0,-1,REST
1765197431.0814803,-3,-1,-2,-1,-1,-2,-1,-1,REST
1765197431.0965781,-2,1,1,0,-1,-2,-1,-1,REST
1765197431.1102297,-1,-3,-10,-4,-1,-1,-1,1,REST
1765197431.1183405,-2,4,4,2,3,1,0,-1,REST
1765197431.133332,1,0,2,0,-1,0,-3,0,REST
1765197431.156571,0,-1,3,-1,-1,-1,-1,0,REST
1765197431.1701071,-2,-1,0,0,-2,-1,-1,-1,REST
1765197431.1783621,-1,-1,0,1,-2,-3,-1,-1,REST
1765197431.1932278,-3,-2,-2,-3,-1,-1,-1,-1,REST
1765197431.2157385,-2,0,0,1,0,-2,0,-1,REST
1765197431.2302878,2,-3,8,-1,-1,-2,-1,-3,REST
1765197431.238515,-2,-2,1,1,-2,-1,-2,0,REST
1765197431.2532978,1,1,-1,-5,-1,0,-1,3,REST
1765197431.2757907,1,3,-1,-2,-1,-2,-2,-1,REST
1765197431.292254,0,-1,-3,-1,-2,-1,0,-1,REST
1765197431.2982657,-1,-1,-2,-4,-1,-2,-2,-2,REST
1765197431.3134208,0,0,11,0,-1,-1,1,-2,REST
1765197431.3356988,-2,-2,-4,-2,-1,-2,-2,-1,REST
1765197431.350198,-3,-1,-5,-2,-2,-3,-1,-1,REST
1765197431.3583286,0,1,-1,0,-2,-2,-1,-1,REST
1765197431.3731174,-2,0,0,1,0,-1,0,0,REST
1765197431.3808522,-1,-1,0,0,-2,0,-2,-2,REST
1765197431.3957772,-1,0,-6,0,-1,-1,0,1,REST
1765197431.4100835,-3,-3,-2,-1,-2,-2,-1,-2,REST
1765197431.418298,1,0,1,-2,-2,0,0,0,REST
1765197431.4333344,0,-4,9,1,0,0,-2,0,REST
1765197431.455897,2,0,-4,1,-1,-2,-1,1,REST
1765197431.479102,-2,1,-4,-4,-2,-1,1,0,REST
1765197431.4933813,-1,0,-4,-3,0,1,-3,-2,REST
1765197431.5158236,1,-2,0,0,0,-3,0,-1,REST
1765197431.538993,-1,-1,-1,0,-1,0,0,-1,REST
1765197431.5532277,-5,-8,-2,-3,-1,-1,-1,-4,REST
1765197431.5758114,1,1,-5,-4,-2,0,1,-2,REST
1765197431.5989397,-1,2,0,0,1,-3,-1,0,REST
1765197431.613337,-3,-4,-5,-2,2,1,-1,-1,REST
1765197431.636362,-1,2,2,-1,-2,2,0,-2,REST
1765197431.6589692,2,4,-7,0,0,-2,-2,1,REST
1765197431.6733162,-5,-2,0,-3,-3,-2,-3,-1,REST
1765197431.6962903,-1,-5,-3,0,-1,-1,-3,0,REST
1765197431.7191813,-1,-2,6,0,-1,-1,0,-1,REST
1765197431.7333362,1,2,1,-1,-2,-1,1,-3,REST
1765197431.755847,1,-2,-3,-1,-1,-1,-3,0,REST
1765197431.778969,-3,-1,1,-1,-1,0,-2,-2,REST
1765197431.7934227,1,2,-1,0,-1,-2,1,-1,REST
1765197431.8158033,-2,-5,-10,-2,-1,0,-1,1,REST
