Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,State
1765216548.5858855,-3,-5,-2,-2,1,0,1,-2,REST
1765216548.608512,-1,-1,1,0,-3,0,-1,-1,REST
1765216548.6316392,1,4,2,0,-1,0,-1,0,REST
1765216548.6453617,0,-1,-4,-2,-2,-3,-2,-1,REST
1765216548.6534858,1,1,4,0,-2,0,-2,-2,REST
1765216548.6685736,0,0,1,-1,-2,0,0,-2,REST
1765216548.6916788,0,-2,4,-1,-1,3,0,0,REST
1765216548.7053492,-1,3,-1,-1,1,-1,-2,-1,REST
1765216548.713538,4,-12,-3,0,-1,-1,1,0,REST
1765216548.7284596,-2,0,-1,2,-1,-2,-1,-1,REST
1765216548.7518606,-1,1,-1,0,-1,-2,-1,0,REST
1765216548.7657568,1,0,-1,-1,-1,-1,0,1,REST
1765216548.773482,-3,4,0,-3,-2,-2,2,-1,REST
1765216548.7886765,-1,-1,-5,-3,-2,-3,-1,-2,REST
1765216548.810944,2,-1,-1,-1,-2,0,-3,-2,REST
1765216548.827021,1,-1,-1,0,-1,-1,-1,-1,REST
1765216548.8337688,-3,-1,1,-1,-1,-3,-2,0,REST
1765216548.8484457,0,-1,0,-1,0,2,2,0,REST
1765216548.8717458,-8,-12,-5,-1,0,-3,-3,-3,REST
1765216548.885288,2,0,-1,-1,-1,0,1,0,REST
1765216548.8934948,2,0,2,2,-1,1,1,-1,REST
1765216548.9086134,-1,-1,1,-1,0,1,0,0,REST
1765216548.9316962,-2,1,1,-2,-1,-2,-2,0,REST
1765216548.94529,0,-1,0,-2,-2,-3,-2,0,REST
1765216548.9534812,-1,-2,-3,0,-2,0,-1,0,REST
1765216548.968624,5,6,-2,-2,0,-2,-2,-1,REST
1765216548.9917982,0,-4,1,0,0,-2,-1,0,REST
1765216549.0143147,-2,0,-2,-1,0,-1,2,-2,REST
1765216549.0285864,4,0,2,0,0,1,-1,0,REST
1765216549.0518336,-2,-7,-1,-1,-2,-1,-1,-1,REST
1765216549.0817628,-4,-5,-3,-2,-1,-1,0,-2,REST
1765216549.088614,-3,1,0,-1,-3,0,-2,-2,REST
1765216549.111119,-5,1,-2,0,-2,-2,-1,-1,REST
1765216549.1343684,3,-1,1,0,1,0,-2,2,REST
1765216549.1485903,1,2,-3,0,-2,-1,-2,-3,REST
1765216549.1711204,-3,-1,-2,-1,-1,-1,0,-3,REST
1765216549.1943223,-1,0,-5,-1,0,-1,0,0,REST
1765216549.208531,-1,1,-1,-1,-2,-2,-1,-2,REST
1765216549.231152,-8,-5,1,-2,-1,-1,-3,-2,REST
1765216549.254267,2,2,-2,-1,0,0,0,-1,REST
1765216549.2685354,-1,0,3,1,1,1,-2,-1,REST
1765216549.2911355,3,-2,-1,1,0,-2,0,-1,REST
1765216549.314326,0,-5,-3,-3,-1,-1,2,3,REST
1765216549.328739,1,1,3,3,-1,0,-1,-1,REST
1765216549.351032,1,2,1,-2,-2,-1,-1,-1,REST
1765216549.3742242,0,-1,-6,-3,-1,0,-1,-1,REST
1765216549.3886385,-3,-5,0,-1,-3,-1,0,1,REST
1765216549.4192882,-6,-1,0,-1,-2,-3,-1,-2,REST
1765216549.4342973,0,-5,-4,-2,1,1,-4,-3,REST
1765216549.4487529,0,1,0,0,-1,-2,1,1,REST
1765216549.470987,-1,4,-4,-3,-2,0,0,2,REST
1765216549.49416,-1,-2,-1,-1,1,-1,1,-2,REST
1765216549.5086098,-2,7,-1,-1,-2,-1,1,1,REST
1765216549.5309563,-2,-10,-7,-2,-3,-2,-2,-3,REST
1765216549.5541463,-2,1,0,1,-1,-1,-1,0,REST
1765216549.5678208,0,0,-1,-1,0,0,-2,-2,REST
1765216549.5759816,1,-5,-4,-1,-1,-1,1,-1,REST
1765216549.5910285,-2,14,4,1,-2,-4,-3,-2,REST
1765216549.6142507,-1,-4,1,-1,-2,3,-1,-1,REST
1765216549.6278071,-1,-2,-5,-3,-1,-3,2,0,REST
1765216549.6360333,4,3,2,2,0,4,-1,-1,REST
1765216549.6510682,-3,1,-1,-2,-2,-2,-5,-1,REST
1765216549.6732955,1,-3,0,1,0,2,-1,-1,REST
1765216549.6810577,-2,-1,-3,-2,-3,0,2,0,REST
1765216549.6878495,2,-1,-3,-1,-3,-2,-1,-1,REST
1765216549.7035527,1,-1,1,0,0,-3,0,-1,REST
1765216549.7109468,-1,-5,2,0,-1,1,0,-2,REST
1765216549.7345397,-1,0,-1,-1,0,0,0,-1,REST
1765216549.7478254,-1,-3,4,-2,-1,-1,-1,-1,REST
1765216549.756046,-4,-2,-2,-2,-1,-1,0,-3,REST
1765216549.771107,-1,-1,-1,-1,-1,-1,1,0,REST
1765216549.7942061,-1,-2,-1,1,-2,-3,-2,0,REST
1765216549.8079782,1,-6,-3,-3,-1,-3,-2,0,REST
1765216549.816129,-1,2,3,2,-1,-2,-7,-2,REST
1765216549.8311424,1,1,-5,-2,-1,3,0,-3,REST
1765216549.8542411,-1,-2,-4,-1,-1,-2,-1,-1,REST
1765216549.8678324,0,1,0,1,-2,-1,2,1,REST
1765216549.8760705,-2,0,-2,-1,-1,-1,-1,-1,REST
1765216549.890986,-5,-9,-8,-4,-1,-2,-1,-2,REST
1765216549.9142108,0,10,-8,-2,1,0,-3,-2,REST
1765216549.9371989,-2,-5,5,-5,-5,-1,-1,-1,REST
